"ID","animeID","genreID"
"1298","774","4"
"1608","774","6"
"1789","774","8"
"2120","774","15"
"547","775","2"
"919","775","3"
"1609","775","6"
"1937","775","12"
"2564","775","17"
"255","776","1"
"548","776","2"
"256","777","1"
"2671","777","18"
"549","778","2"
"920","778","3"
"1850","778","9"
"2320","778","16"
"257","780","1"
"2006","780","13"
"2565","780","17"
"258","781","1"
"2566","781","17"
"921","782","3"
"2321","782","16"
"922","783","3"
"2322","783","16"
"923","784","3"
"259","785","1"
"550","785","2"
"1851","785","9"
"2567","785","17"
"924","786","3"
"925","787","3"
"1610","787","6"
"1900","787","11"
"926","788","3"
"2568","788","17"
"927","789","3"
"928","790","3"
"2323","790","16"
"551","791","2"
"2569","792","17"
"2672","792","18"
"929","793","3"
"930","794","3"
"2324","794","16"
"931","795","3"
"260","796","1"
"552","796","2"
"1611","796","6"
"1299","797","4"
"2325","797","16"
"261","798","1"
"932","798","3"
"933","799","3"
"1300","800","4"
"2326","800","16"
"262","801","1"
"1612","801","6"
"1852","801","9"
"934","804","3"
"1301","805","4"
"2327","805","16"
"263","807","1"
"1613","807","6"
"1302","808","4"
"2328","808","16"
"935","809","3"
"1614","809","6"
"2329","809","16"
"936","810","3"
"1790","810","8"
"2330","810","16"
"2331","811","16"
"264","813","1"
"553","813","2"
"1303","813","4"
"1615","813","6"
"265","815","1"
"1616","815","6"
"2570","815","17"
"937","817","3"
"266","818","1"
"1853","818","9"
"2332","818","16"
"938","819","3"
"1304","819","4"
"1617","819","6"
"1305","820","4"
"2333","820","16"
"267","821","1"
"554","821","2"
"939","821","3"
"1618","821","6"
"1791","821","8"
"1938","821","12"
"2334","821","16"
"268","823","1"
"555","823","2"
"1619","823","6"
"1939","823","12"
"269","824","1"
"940","824","3"
"1306","824","4"
"1620","824","6"
"1792","824","8"
"2673","824","18"
"941","825","3"
"1621","825","6"
"2335","825","16"
"942","826","3"
"270","827","1"
"556","827","2"
"1622","827","6"
"2121","827","15"
"2674","827","18"
"943","828","3"
"2571","828","17"
"271","829","1"
"557","829","2"
"1854","829","9"
"944","831","3"
"945","832","3"
"272","833","1"
"1307","833","4"
"2122","833","15"
"2675","833","18"
"273","834","1"
"2123","834","15"
"2676","834","18"
"274","835","1"
"2124","835","15"
"2677","835","18"
"275","837","1"
"558","837","2"
"1623","837","6"
"2572","837","17"
"1308","838","4"
"1624","838","6"
"2336","838","16"
"2678","838","18"
"946","839","3"
"1625","841","6"
"1793","843","8"
"2337","843","16"
"276","844","1"
"559","844","2"
"947","844","3"
"1794","844","8"
"2573","844","17"
"948","845","3"
"949","846","3"
"277","847","1"
"560","847","2"
"2007","847","13"
"2574","847","17"
"950","849","3"
"1626","849","6"
"2338","849","16"
"278","850","1"
"951","850","3"
"1309","850","4"
"2008","850","13"
"2575","850","17"
"1310","851","4"
"2339","851","16"
"2576","851","17"
"952","852","3"
"1311","852","4"
"2340","852","16"
"2577","852","17"
"953","853","3"
"954","854","3"
"1312","854","4"
"1795","854","8"
"2341","854","16"
"955","855","3"
"1313","855","4"
"1627","855","6"
"956","856","3"
"279","857","1"
"957","857","3"
"958","859","3"
"280","861","1"
"561","861","2"
"1314","861","4"
"2342","861","16"
"281","862","1"
"1315","862","4"
"959","863","3"
"2578","863","17"
"282","864","1"
"960","864","3"
"1628","864","6"
"1940","864","12"
"562","865","2"
"2009","865","13"
"2125","865","15"
"2579","865","17"
"1316","866","4"
"1629","866","6"
"2679","866","18"
"283","867","1"
"961","867","3"
"2580","867","17"
"284","868","1"
"285","869","1"
"962","869","3"
"1317","869","4"
"2581","869","17"
"286","870","1"
"563","870","2"
"1630","870","6"
"287","871","1"
"1796","871","8"
"963","872","3"
"964","873","3"
"288","874","1"
"965","874","3"
"966","875","3"
"2343","875","16"
"967","876","3"
"289","877","1"
"564","877","2"
"968","877","3"
"1318","877","4"
"1631","877","6"
"1941","877","12"
"2344","877","16"
"290","878","1"
"565","878","2"
"969","878","3"
"1632","878","6"
"1942","878","12"
"2345","878","16"
"291","880","1"
"1319","880","4"
"1633","880","6"
"2346","880","16"
"970","881","3"
"1320","882","4"
"2347","882","16"
"1321","883","4"
"2348","883","16"
"292","884","1"
"1322","884","4"
"2582","884","17"
"1323","885","4"
"1634","885","6"
"1943","885","12"
"293","886","1"
"1324","886","4"
"1635","886","6"
"2349","886","16"
"294","887","1"
"1881","887","10"
"1325","888","4"
"2126","888","15"
"971","889","3"
"1636","889","6"
"2350","889","16"
"566","890","2"
"1326","890","4"
"1637","890","6"
"1327","892","4"
"2351","892","16"
"1328","894","4"
"1638","894","6"
"2583","894","17"
"972","895","3"
"1639","895","6"
"2010","895","13"
"2584","895","17"
"295","896","1"
"567","896","2"
"1640","896","6"
"2127","896","15"
"2680","896","18"
"973","897","3"
"1797","898","8"
"2352","898","16"
"296","899","1"
"974","899","3"
"1329","900","4"
"1641","900","6"
"1330","901","4"
"1642","901","6"
"1331","902","4"
"297","903","1"
"568","903","2"
"1855","903","9"
"2353","903","16"
"298","905","1"
"569","905","2"
"1332","905","4"
"1643","905","6"
"2585","905","17"
"299","906","1"
"975","906","3"
"976","907","3"
"1333","907","4"
"1798","907","8"
"2354","907","16"
"300","908","1"
"570","908","2"
"1644","908","6"
"1856","908","9"
"301","909","1"
"2355","909","16"
"302","912","1"
"571","912","2"
"1645","912","6"
"303","913","1"
"572","913","2"
"1334","913","4"
"1646","913","6"
"977","917","3"
"2356","917","16"
"304","918","1"
"978","918","3"
"2586","918","17"
"305","919","1"
"979","919","3"
"1335","919","4"
"1857","919","9"
"1901","919","11"
"2050","919","14"
"2587","919","17"
"306","920","1"
"980","920","3"
"1858","920","9"
"2588","920","17"
"307","921","1"
"573","921","2"
"1336","921","4"
"1647","921","6"
"1859","921","9"
"308","922","1"
"1648","922","6"
"1860","922","9"
"981","923","3"
"1337","924","4"
"2128","924","15"
"2681","924","18"
"1338","925","4"
"2357","925","16"
"982","926","3"
"1339","926","4"
"1340","927","4"
"1799","927","8"
"2358","927","16"
"983","928","3"
"1341","928","4"
"2129","928","15"
"2682","928","18"
"309","929","1"
"2589","929","17"
"310","930","1"
"1342","930","4"
"1861","930","9"
"2011","930","13"
"2590","930","17"
"984","931","3"
"2359","931","16"
"311","932","1"
"985","932","3"
"312","933","1"
"574","933","2"
"2012","933","13"
"1343","934","4"
"1649","934","6"
"2360","934","16"
"2361","935","16"
"986","936","3"
"1800","936","8"
"987","937","3"
"1902","937","11"
"2051","937","14"
"988","938","3"
"1650","938","6"
"1862","938","9"
"313","939","1"
"1651","939","6"
"1801","939","8"
"1863","939","9"
"1944","939","12"
"2362","939","16"
"2683","939","18"
"989","940","3"
"1652","940","6"
"1864","940","9"
"990","941","3"
"314","942","1"
"991","942","3"
"1653","942","6"
"992","943","3"
"2363","943","16"
"993","944","3"
"315","945","1"
"1344","945","4"
"1654","945","6"
"2364","945","16"
"1345","946","4"
"1655","946","6"
"575","947","2"
"1346","947","4"
"2052","947","14"
"2591","947","17"
"316","948","1"
"576","948","2"
"2130","948","15"
"994","949","3"
"317","950","1"
"318","951","1"
"319","952","1"
"2592","952","17"
"320","953","1"
"577","953","2"
"1656","953","6"
"321","954","1"
"578","959","2"
"995","959","3"
"1903","960","11"
"1347","961","4"
"1865","961","9"
"2365","961","16"
"996","963","3"
"2366","963","16"
"322","964","1"
"997","965","3"
"998","966","3"
"999","967","3"
"1348","967","4"
"2367","967","16"
"1000","968","3"
"1001","969","3"
"323","970","1"
"1349","970","4"
"1002","971","3"
"579","973","2"
"1350","973","4"
"1657","973","6"
"324","974","1"
"580","974","2"
"1658","974","6"
"2131","974","15"
"325","975","1"
"581","975","2"
"1659","975","6"
"1866","975","9"
"326","976","1"
"582","976","2"
"1660","976","6"
"2593","976","17"
"2594","977","17"
"583","978","2"
"1351","978","4"
"2053","978","14"
"1352","979","4"
"2054","979","14"
"2368","979","16"
"1003","981","3"
"2013","981","13"
"2595","981","17"
"1353","982","4"
"2596","982","17"
"327","983","1"
"1004","983","3"
"1661","983","6"
"2369","983","16"
"2597","983","17"
"328","984","1"
"584","984","2"
"1005","984","3"
"2598","984","17"
"329","985","1"
"585","985","2"
"1354","985","4"
"2014","985","13"
"2599","985","17"
"330","986","1"
"1006","986","3"
"331","987","1"
"586","987","2"
"1355","987","4"
"1007","988","3"
"332","989","1"
"1008","989","3"
"1662","989","6"
"333","990","1"
"1356","990","4"
"2015","990","13"
"2600","990","17"
"334","992","1"
"1357","993","4"
"1663","993","6"
"1867","993","9"
"2370","993","16"
"1009","994","3"
"1904","994","11"
"2055","994","14"
"335","995","1"
"1358","996","4"
"2132","996","15"
"2601","996","17"
"2684","996","18"
"336","997","1"
"1010","997","3"
"1359","997","4"
"1011","998","3"
"2602","998","17"
"1360","1000","4"
"2133","1000","15"
"2685","1000","18"
"337","1001","1"
"338","1002","1"
"339","1003","1"
"1664","1003","6"
"1802","1003","8"
"1012","1004","3"
"587","1005","2"
"1361","1005","4"
"1665","1005","6"
"2134","1005","15"
"1013","1006","3"
"340","1007","1"
"588","1007","2"
"2016","1007","13"
"2603","1007","17"
"1362","1008","4"
"2056","1008","14"
"1363","1009","4"
"1666","1009","6"
"2057","1009","14"
"2371","1009","16"
"1364","1010","4"
"2372","1010","16"
"1014","1011","3"
"1365","1011","4"
"1015","1012","3"
"1667","1013","6"
"341","1014","1"
"589","1014","2"
"1366","1014","4"
"1945","1014","12"
"2604","1014","17"
"342","1015","1"
"590","1015","2"
"1905","1015","11"
"2058","1015","14"
"2605","1015","17"
"1367","1016","4"
"343","1017","1"
"1668","1017","6"
"2606","1017","17"
"591","1018","2"
"1868","1018","9"
"1016","1019","3"
"1017","1020","3"
"1368","1020","4"
"1018","1021","3"
"2135","1022","15"
"1369","1023","4"
"2059","1023","14"
"1019","1024","3"
"1370","1025","4"
"344","1027","1"
"345","1028","1"
"2607","1028","17"
"2686","1028","18"
"1020","1029","3"
"346","1030","1"
"592","1030","2"
"1669","1030","6"
"1946","1030","12"
"347","1032","1"
"593","1032","2"
"1371","1032","4"
"1670","1032","6"
"348","1033","1"
"1671","1033","6"
"1869","1033","9"
"594","1034","2"
"1372","1034","4"
"1672","1034","6"
"2373","1034","16"
"349","1035","1"
"595","1035","2"
"1673","1035","6"
"1803","1035","8"
"2608","1035","17"
"1373","1036","4"
"1021","1037","3"
"1804","1037","8"
"350","1040","1"
"596","1040","2"
"1674","1040","6"
"351","1041","1"
"1022","1042","3"
"1374","1042","4"
"1675","1042","6"
"1023","1043","3"
"1375","1043","4"
"1676","1043","6"
"1024","1044","3"
"1677","1044","6"
"1805","1044","8"
"597","1045","2"
"2136","1045","15"
"2687","1045","18"
"1376","1046","4"
"2374","1046","16"
"2688","1046","18"
"598","1047","2"
"1377","1047","4"
"1678","1047","6"
"2609","1047","17"
"352","1048","1"
"1378","1048","4"
"2689","1048","18"
"1025","1049","3"
"1433","1050","5"
"1026","1051","3"
"1027","1052","3"
"2060","1053","14"
"353","1054","1"
"1679","1054","6"
"2610","1054","17"
"599","1055","2"
"1028","1055","3"
"2611","1055","17"
"600","1056","2"
"1029","1056","3"
"2612","1056","17"
"1030","1057","3"
"2375","1057","16"
"2376","1058","16"
"2137","1059","15"
"2690","1059","18"
"354","1060","1"
"601","1060","2"
"2061","1060","14"
"2613","1060","17"
"1031","1061","3"
"2138","1061","15"
"2691","1061","18"
"355","1062","1"
"602","1062","2"
"603","1063","2"
"1680","1063","6"
"1806","1063","8"
"1947","1063","12"
"2017","1064","13"
"2377","1064","16"
"1379","1065","4"
"2378","1065","16"
"1032","1066","3"
"1380","1066","4"
"1033","1067","3"
"1381","1068","4"
"2139","1068","15"
"2614","1068","17"
"2692","1068","18"
"1034","1070","3"
"1382","1070","4"
"2379","1070","16"
"356","1071","1"
"604","1071","2"
"1383","1071","4"
"2380","1071","16"
"1384","1072","4"
"2381","1072","16"
"2615","1072","17"
"357","1073","1"
"1385","1073","4"
"1681","1073","6"
"2018","1073","13"
"2616","1073","17"
"358","1075","1"
"1386","1075","4"
"359","1076","1"
"605","1076","2"
"1387","1076","4"
"2382","1076","16"
"360","1077","1"
"1388","1077","4"
"1682","1077","6"
"2140","1077","15"
"2617","1077","17"
"2693","1077","18"
"1035","1078","3"
"1807","1078","8"
"2383","1078","16"
"361","1079","1"
"606","1079","2"
"2618","1079","17"
"362","1080","1"
"607","1080","2"
"1389","1080","4"
"1683","1080","6"
"1948","1080","12"
"1036","1081","3"
"1870","1081","9"
"363","1083","1"
"2384","1083","16"
"364","1084","1"
"1684","1084","6"
"1949","1084","12"
"2619","1084","17"
"608","1085","2"
"1390","1085","4"
"1685","1085","6"
"365","1087","1"
"609","1087","2"
"1391","1087","4"
"1686","1087","6"
"366","1088","1"
"1392","1088","4"
"1687","1088","6"
"2620","1088","17"
"610","1089","2"
"1037","1089","3"
"1688","1089","6"
"611","1090","2"
"1038","1090","3"
"1689","1090","6"
"612","1091","2"
"1690","1091","6"
"1871","1091","9"
"1950","1091","12"
"1434","1092","5"
"367","1093","1"
"613","1093","2"
"2621","1093","17"
"614","1094","2"
"1039","1094","3"
"1691","1094","6"
"1040","1095","3"
"1808","1095","8"
"2385","1095","16"
"615","1096","2"
"1692","1096","6"
"2386","1096","16"
"2141","1097","15"
"2694","1097","18"
"1906","1098","11"
"2062","1098","14"
"1041","1099","3"
"1907","1099","11"
"2063","1099","14"
"1908","1100","11"
"2064","1100","14"
"1909","1101","11"
"2065","1101","14"
"1042","1102","3"
"1872","1102","9"
"1951","1102","12"
"1043","1103","3"
"616","1104","2"
"1693","1104","6"
"2387","1104","16"
"1393","1105","4"
"1694","1105","6"
"2388","1105","16"
"368","1106","1"
"1394","1106","4"
"1695","1106","6"
"1873","1106","9"
"369","1107","1"
"1395","1107","4"
"370","1108","1"
"1044","1108","3"
"2622","1108","17"
"371","1111","1"
"1045","1111","3"
"1696","1111","6"
"372","1112","1"
"1046","1112","3"
"373","1113","1"
"1396","1113","4"
"1697","1113","6"
"2695","1113","18"
"374","1116","1"
"1047","1116","3"
"1048","1118","3"
"2389","1118","16"
"1049","1119","3"
"2066","1119","14"
"1050","1120","3"
"1874","1120","9"
"1051","1121","3"
"1397","1121","4"
"2390","1121","16"
"617","1122","2"
"1698","1122","6"
"375","1123","1"
"618","1123","2"
"2019","1123","13"
"376","1124","1"
"1052","1124","3"
"1398","1124","4"
"1699","1124","6"
"1875","1124","9"
"1399","1125","4"
"2623","1125","17"
"619","1126","2"
"1053","1126","3"
"377","1127","1"
"378","1128","1"
"1054","1128","3"
"379","1130","1"
"1055","1130","3"
"1700","1130","6"
"1809","1130","8"
"2391","1130","16"
"1400","1132","4"
"2392","1132","16"
"380","1133","1"
"1401","1133","4"
"1056","1134","3"
"1810","1134","8"
"2393","1134","16"
"1402","1135","4"
"2394","1135","16"
"381","1136","1"
"1057","1136","3"
"1403","1136","4"
"1701","1136","6"
"1811","1136","8"
"1910","1137","11"
"2067","1137","14"
"1058","1138","3"
"1404","1138","4"
"2395","1138","16"
"1059","1139","3"
"1405","1140","4"
"382","1142","1"
"1406","1142","4"
"383","1143","1"
"620","1143","2"
"1702","1143","6"
"2396","1143","16"
"384","1144","1"
"1060","1146","3"
"2397","1146","16"
"385","1148","1"
"1703","1148","6"
"2020","1148","13"
"2624","1148","17"
"386","1153","1"
"1704","1153","6"
"1876","1153","9"
"1407","1154","4"
"1911","1154","11"
"1061","1155","3"
"1408","1155","4"
"1705","1155","6"
"2142","1156","15"
"2625","1156","17"
"1062","1158","3"
"1409","1158","4"
"1706","1158","6"
"387","1159","1"
"1707","1159","6"
"1812","1159","8"
"388","1160","1"
"2696","1160","18"
"1063","1161","3"
"389","1162","1"
"621","1162","2"
"1064","1162","3"
"2626","1162","17"
"1065","1163","3"
"1066","1164","3"
"1410","1164","4"
"1067","1165","3"
"390","1166","1"
"622","1166","2"
"1708","1166","6"
"1411","1167","4"
"1813","1167","8"
"2068","1167","14"
"2398","1167","16"
"1412","1168","4"
"1877","1168","9"
"2399","1168","16"
"623","1169","2"
"1709","1169","6"
"2627","1169","17"
"1068","1170","3"
"624","1171","2"
"1413","1171","4"
"2400","1171","16"
"2628","1171","17"
"1069","1173","3"
"391","1174","1"
"2021","1174","13"
"2629","1174","17"
"1414","1175","4"
"2069","1175","14"
"1415","1176","4"
"2022","1176","13"
"2401","1176","16"
"2630","1176","17"
"392","1177","1"
"1070","1177","3"
"1710","1177","6"
"393","1178","1"
"625","1178","2"
"1071","1179","3"
"1072","1180","3"
"1073","1181","3"
"1074","1182","3"
"1736","1183","7"
"1416","1184","4"
"1912","1184","11"
"2070","1184","14"
"394","1185","1"
"1417","1185","4"
"1814","1185","8"
"2402","1185","16"
"1075","1186","3"
"1076","1187","3"
"1077","1188","3"
"1815","1188","8"
"2403","1188","16"
"1418","1189","4"
"1711","1189","6"
"1878","1189","9"
"2404","1189","16"
"1816","1190","8"
"2405","1190","16"
"395","1191","1"
"626","1191","2"
"1078","1191","3"
"1712","1191","6"
"1079","1192","3"
"396","1195","1"
"1080","1195","3"
"1817","1195","8"
"2406","1195","16"
"1419","1196","4"
"1818","1196","8"
"2071","1196","14"
"2407","1196","16"
"1420","1197","4"
"1819","1197","8"
"1913","1197","11"
"2072","1197","14"
"2408","1197","16"
"1081","1199","3"
"1820","1199","8"
"2409","1199","16"
"627","1201","2"
"1713","1201","6"
"1952","1201","12"
"2410","1201","16"
"397","1202","1"
"1421","1202","4"
"1714","1202","6"
"2631","1202","17"
"398","1203","1"
"1715","1203","6"
"399","1204","1"
"1716","1204","6"
"2697","1204","18"
"1082","1205","3"
"2411","1205","16"
"400","1206","1"
"1914","1206","11"
"2632","1206","17"
"1083","1207","3"
"1084","1208","3"
"1085","1209","3"
"1086","1210","3"
"401","1211","1"
"1717","1211","6"
"1821","1211","8"
"2412","1211","16"
"402","1212","1"
"628","1212","2"
"1087","1212","3"
"1718","1212","6"
"2633","1212","17"
"1088","1213","3"
"403","1214","1"
"1719","1214","6"
"2634","1214","17"
"1422","1215","4"
"1720","1215","6"
"2413","1215","16"
"2635","1215","17"
"1089","1216","3"
"1423","1216","4"
"2414","1216","16"
"404","1217","1"
"629","1217","2"
"1721","1217","6"
"1879","1217","9"
"405","1218","1"
"1090","1218","3"
"1091","1219","3"
"1424","1219","4"
"1722","1219","6"
"1822","1219","8"
"2415","1219","16"
"2143","1220","15"
"2698","1220","18"
"1092","1221","3"
"630","1223","2"
"1723","1223","6"
"2416","1223","16"
"631","1224","2"
"1724","1224","6"
"1093","1225","3"
"1094","1228","3"
"2699","1228","18"
"1095","1230","3"
"1725","1230","6"
"1425","1231","4"
"1880","1231","9"
"2700","1231","18"
"1426","1232","4"
"2073","1232","14"
"2417","1232","16"
"406","1233","1"
"1427","1233","4"
"407","1234","1"
"1428","1234","4"
"408","1235","1"
"632","1235","2"
"1726","1235","6"
"409","1236","1"
"1727","1236","6"
"2636","1236","17"
"633","1237","2"
"1728","1237","6"
"410","1238","1"
"634","1238","2"
"1729","1238","6"
"411","1239","1"
"2637","1239","17"
"412","1240","1"
"1730","1240","6"
"2638","1240","17"
"635","1241","2"
"1823","1241","8"
"2639","1241","17"
"2701","1241","18"
"413","1242","1"
"636","1242","2"
"1429","1242","4"
"1731","1242","6"
"1430","1243","4"
"1096","1244","3"
"1431","1244","4"
"1732","1244","6"
"2418","1244","16"
"1097","1245","3"
"1098","1246","3"
"1099","1247","3"
"1824","1247","8"
"1100","1248","3"
"414","1249","1"
"637","1249","2"
"1733","1249","6"
"415","1251","1"
"638","1251","2"
"1101","1251","3"
"1734","1251","6"
"416","1252","1"
"639","1252","2"
"1102","1252","3"
"1735","1252","6"
"1103","1254","3"
"1432","1254","4"
"1915","1254","11"
"2074","1254","14"
"417","1255","1"
"2419","1255","16"
"2702","1255","18"
